code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,KDJ,BIGVOLUME
600585,海螺水泥,水泥,安徽,12.02,399970.25,529930.25,10572035.0,2569100.5,6197205.5,1068432.13,2.02,1.126,13.94,1.29,20020207,0,0
300280,南通锻压,专用机械,江苏,739.16,12800.0,12800.0,84406.0,48428.19,22396.46,42202.78,3.3,0.034,4.96,6.75,20111229,1,0
600116,三峡水利,水力发电,重庆,35.6,88800.54,99300.54,468009.34,127876.11,227069.47,76289.71,0.77,0.199,2.43,3.88,19970804,0,0
000404,华意压缩,专用机械,江西,27.78,55839.6,55962.39,793541.0,612820.56,127944.38,110347.9,1.97,0.324,4.25,2.82,19960619,0,0
601390,中国中铁,建筑施工,北京,17.36,1832803.13,2284430.25,73558376.0,57894728.0,4713693.0,4175432.0,1.83,0.39,6.02,1.56,20071203,0,0
002032,苏 泊 尔,家用电器,浙江,22.8,41810.21,63176.57,681324.31,542747.0,86576.59,3807.56,0.06,1.18,6.65,5.37,20040817,0,0
600820,隧道股份,建筑施工,上海,22.91,314409.63,314409.63,6274625.5,3182145.5,225921.2,682870.25,2.17,0.334,5.48,1.86,19940128,1,0
000778,新兴铸管,钢加工,河北,61.28,364296.69,364330.75,4661685.5,2340096.25,1203207.63,726847.06,2.0,0.062,4.7,1.08,19970606,0,0
000031,中粮地产,全国地产,深圳,165.42,181372.3,181373.16,6487666.5,5776543.5,67999.0,27967.23,0.15,0.042,3.04,3.07,19931008,0,1
002280,联络互动,软件服务,浙江,115.88,64604.28,217714.95,692026.38,342073.72,118220.6,313531.03,1.44,0.121,2.77,6.72,20090821,0,1
300028,金亚科技,通信设备,四川,400.8,24772.88,34398.0,56705.48,17980.76,3807.33,27894.21,0.81,0.025,0.99,13.67,20091030,0,0
600287,江苏舜天,商贸代理,江苏,94.22,43679.6,43679.6,327662.78,228623.47,32106.41,19345.4,0.44,0.094,2.89,4.1,20000901,0,0
300435,中泰股份,机械基件,浙江,87.82,8193.26,24480.0,104074.77,90869.25,7812.49,15740.88,0.64,0.32,2.81,8.13,20150326,0,1
603308,应流股份,专用机械,安徽,138.82,23982.11,43375.42,551662.69,289812.19,189628.19,156856.63,3.62,0.13,6.36,3.45,20140122,0,0
600997,开滦股份,煤炭开采,河北,38.34,123464.0,123464.0,2080815.0,743184.88,649737.19,102663.61,0.83,0.165,5.55,1.52,20040602,0,1
000596,古井贡酒,白酒,安徽,32.23,38359.91,50360.0,894041.19,527304.25,190463.73,129493.85,2.57,1.157,10.65,4.67,19960927,0,0
603569,长久物流,仓储物流,北京,69.64,4001.0,40001.0,292205.41,220297.91,10231.98,54737.69,1.37,0.63,4.27,12.41,20160810,0,0
002692,远程电缆,电气设备,江苏,83.29,44395.44,71814.6,285160.0,219111.55,47129.05,15099.61,0.21,0.121,2.01,6.71,20120808,0,1
002173,*ST创疗,农业综合,浙江,106.5,13963.5,45686.89,454422.41,234918.16,92066.32,277371.66,6.07,0.2,7.6,2.76,20070925,0,0
000543,皖能电力,火力发电,安徽,14.55,179039.59,179039.59,2370236.5,251784.47,1243088.25,199796.52,1.12,0.432,5.13,1.63,19931220,0,1
002321,华英农业,农业综合,河南,47.27,42345.91,53429.1,616513.94,401239.53,151215.88,161468.55,3.02,0.172,4.51,2.41,20091216,0,0
600505,西昌电力,水力发电,四川,67.06,36456.75,36456.75,238182.22,34422.96,153178.81,7618.86,0.21,0.121,2.79,3.88,20020530,0,0
601898,中煤能源,煤炭开采,北京,73.99,915200.06,1325866.38,24032486.0,4357443.5,8237714.5,3757190.0,2.83,0.067,6.33,1.05,20080201,0,0
601800,中国交建,建筑施工,北京,16.98,1174723.5,1617473.5,79272120.0,43111180.0,5398022.5,2543455.25,1.57,0.64,9.65,1.64,20120309,0,0
300167,迪威视讯,通信设备,深圳,0.0,30020.25,30024.0,120213.36,82746.15,3899.87,29839.55,0.99,-0.096,2.23,7.08,20110125,0,1
300315,掌趣科技,互联网,北京,36.87,180731.7,277087.5,1020563.13,145771.02,10493.17,409058.41,1.48,0.202,3.03,3.27,20120511,0,1
300020,银江股份,软件服务,浙江,37.7,62076.35,65578.9,569381.5,432907.94,20621.27,135697.84,2.07,0.361,4.83,3.76,20091030,0,0
000610,西安旅游,旅游服务,陕西,1658.15,23513.14,23674.78,136203.56,95120.86,21072.89,39470.71,1.67,0.007,3.33,4.71,19960926,0,0
300378,鼎捷软件,软件服务,上海,183.95,14534.51,26343.99,170905.88,96758.38,45429.14,59289.8,2.25,0.12,4.39,6.38,20140127,0,0
300403,地尔汉宇,电气设备,广东,44.95,5882.0,13400.0,144283.77,98251.3,19485.51,64369.76,4.8,1.165,9.73,7.17,20141030,0,0
000593,大通燃气,供气供热,四川,766.2,22317.83,35863.1,151474.77,26874.85,43295.45,68339.81,1.91,0.013,3.2,4.09,19960312,0,0
002598,山东章鼓,机械基件,山东,72.27,27075.25,31200.0,99644.99,67549.93,21079.57,21169.92,0.68,0.136,2.36,5.55,20110707,0,0
002531,天顺风能,电气设备,江苏,28.54,147335.94,177901.91,633678.5,265585.06,263726.66,1026.64,0.01,0.193,1.73,4.25,20101231,0,0
300176,鸿特精密,汽车配件,广东,81.58,10697.87,10728.0,181680.97,71812.59,93571.88,31930.75,2.98,0.3,5.78,5.64,20110215,0,0
000411,英特集团,医药商业,浙江,63.38,20731.41,20744.99,739649.31,671985.06,26136.22,3457.71,0.17,0.288,3.53,6.88,19960716,0,0
002812,创新股份,广告包装,云南,77.22,3348.0,13388.0,181905.88,122451.47,48755.28,95155.96,7.11,1.07,11.34,7.49,20160914,0,0
002797,第一创业,证券,深圳,165.71,21900.0,218900.0,3428667.5,0.0,14076.19,391647.56,1.79,0.21,4.04,10.6,20160511,0,0
300215,电科院,电气设备,江苏,203.86,52409.42,75832.25,392097.53,83230.06,165225.56,72307.56,0.95,0.065,2.47,7.17,20110511,0,0
600143,金发科技,塑料,广东,22.57,256000.0,256000.0,1738158.38,976829.63,379892.81,281227.25,1.1,0.241,3.4,2.13,20040623,0,0
000850,华茂股份,纺织,安徽,73.13,94313.93,94366.5,795242.31,141691.09,180877.42,6117.55,0.06,0.066,4.84,1.32,19981007,0,0
600609,金杯汽车,汽车整车,辽宁,0.0,109266.71,109266.71,1058611.63,801574.94,86071.36,110021.02,1.01,-0.064,0.19,37.61,19920724,0,0
601611,中国核建,建筑施工,北京,65.32,52500.0,262500.0,6935044.0,5771149.0,290926.94,110020.7,0.42,0.22,3.18,5.25,20160606,0,0
603008,喜临门,家居用品,浙江,42.18,31500.0,38285.78,464516.09,266708.47,103031.13,131932.23,3.45,0.46,7.49,2.86,20120717,0,0
000709,河钢股份,普钢,河北,27.05,1061689.75,1061860.75,17854344.0,5346177.5,8677997.0,2320581.5,2.19,0.088,4.17,0.76,19970416,0,0
002182,云海金属,小金属,江苏,42.53,22014.94,32321.13,325132.69,163944.36,119243.27,78241.81,2.42,0.363,4.23,4.86,20071113,0,0
002287,奇正藏药,中成药,西藏,69.36,40600.0,40600.0,202165.22,128416.61,27841.95,41094.12,1.01,0.496,4.05,11.31,20090828,0,1
000430,张家界,旅游景点,湖南,31.43,20903.36,32083.51,146395.05,24535.86,57492.05,9714.23,0.3,0.301,2.2,5.73,19960829,0,0
300460,惠伦晶体,元器件,广东,228.66,6875.89,16827.41,88266.5,40448.15,38702.55,25689.24,1.53,0.093,3.89,7.28,20150515,0,0
000830,鲁西化工,农药化肥,山东,33.67,146397.88,146486.06,2345997.25,303100.59,1485322.0,221020.92,1.51,0.06,5.77,0.95,19980807,0,0
002700,新疆浩源,供气供热,新疆,81.22,31309.33,42242.69,102879.67,50875.95,40184.3,2375.48,0.06,0.131,2.07,6.83,20120921,0,0
000683,远兴能源,化工原料,内蒙,181.63,209275.81,390077.31,2285438.25,707010.69,974092.69,171474.19,0.44,0.02,2.22,1.41,19970131,0,0
603101,汇嘉时代,百货,新疆,90.65,6000.0,24000.0,206561.75,40967.32,82675.17,43718.01,1.82,0.29,4.89,6.23,20160506,0,0
300096,易联众,软件服务,福建,0.0,37313.05,43000.0,103298.67,79988.56,9986.73,4021.25,0.09,-0.023,1.63,12.5,20100728,0,0
600779,水井坊,白酒,四川,42.2,48854.57,48854.57,195792.47,138018.36,44086.8,39950.6,0.82,0.305,2.85,6.02,19961206,0,0
600378,天科股份,化工原料,四川,272.59,29719.33,29719.33,97679.2,67824.28,28126.26,15308.55,0.52,0.047,2.47,6.95,20010111,0,0
002683,宏大爆破,化工原料,广东,192.99,47580.08,70148.79,569354.69,327446.75,93257.18,159159.31,2.27,0.042,4.05,2.69,20120612,0,0
000429,粤高速Ａ,路桥,广东,13.79,46867.75,209080.59,1634285.75,320749.53,909562.31,250840.8,1.2,0.43,3.85,1.82,19980220,0,0
300443,金雷风电,专用机械,山东,45.58,5711.04,11902.83,158949.84,108793.82,26950.34,80274.97,6.74,1.16,12.07,5.61,20150422,0,0
002530,丰东股份,专用机械,江苏,748.12,26800.0,26800.0,102632.78,59580.3,21352.35,21020.18,0.78,0.038,2.61,14.58,20101231,0,0
300258,精锻科技,汽车配件,江苏,34.43,37465.44,40500.0,200490.05,64222.68,105168.88,35061.7,0.87,0.338,3.46,4.48,20110826,0,0
300056,三维丝,环境保护,福建,67.85,25081.42,37419.73,281619.19,145300.66,24381.13,74902.11,2.0,0.23,3.63,5.55,20100226,0,1
600176,中国巨石,玻璃,浙江,18.55,191978.48,243215.75,2359864.25,860134.5,1332653.13,446141.94,1.83,0.469,4.36,2.66,19990422,0,1
002033,丽江旅游,旅游景点,云南,23.31,42268.51,42268.51,285448.47,157610.66,85526.0,75837.8,1.79,0.495,5.26,2.93,20040825,0,0
603968,醋化股份,化工原料,江苏,40.33,13660.0,20448.0,172086.47,92854.65,50294.03,39697.4,1.94,0.5,6.03,4.46,20150518,0,0
000752,西藏发展,啤酒,西藏,879.85,26375.07,26375.84,144070.86,97539.43,16292.62,2405.95,0.09,0.016,2.96,6.49,19970625,0,0
600962,国投中鲁,软饮料,北京,984.13,25402.0,26221.0,156486.63,86599.86,56859.4,52681.81,2.01,0.013,3.13,5.62,20040622,0,0
002041,登海种业,种植业,山东,48.85,87386.14,88000.0,423828.59,349962.59,53532.65,2931.68,0.03,0.27,2.82,6.24,20050418,0,0
603030,全筑股份,装修装饰,上海,145.52,6435.52,17736.1,416329.19,360077.94,43574.64,81351.06,4.59,0.19,7.66,4.29,20150320,-100,-100
601168,西部矿业,铜,青海,124.47,238300.0,238300.0,2975151.5,1081593.63,428626.59,526249.19,2.21,0.051,4.78,1.75,20070712,0,1
600078,澄星股份,化工原料,江苏,95.59,66257.28,66257.28,643594.25,310036.78,198580.98,39005.4,0.59,0.06,2.74,2.78,19970627,0,0
002498,汉缆股份,电气设备,山东,35.69,332497.56,332679.59,659452.88,502004.19,41670.65,14835.04,0.04,0.096,1.31,3.5,20101109,0,1
000782,美达股份,化纤,广东,0.0,40319.26,52813.96,230458.91,111478.85,96321.59,63823.15,1.21,-0.066,2.31,4.62,19970619,0,1
002443,金洲管道,钢加工,浙江,125.76,50305.71,52053.55,307910.28,165985.11,74083.31,77365.81,1.49,0.082,3.78,3.63,20100706,0,1
600421,仰帆控股,机械基件,湖北,0.0,19560.0,19560.0,7687.56,2464.7,3849.65,19584.88,1.0,-0.005,0.02,989.83,20040607,0,0
600830,香溢融通,多元金融,浙江,51.32,45432.26,45432.26,354966.16,169422.73,11287.76,52450.71,1.15,0.177,4.38,2.77,19940224,0,0
600469,风神股份,汽车配件,河南,24.69,56241.32,56241.32,664229.31,319856.28,307301.09,79476.9,1.41,0.322,4.93,2.15,20031021,0,0
000573,粤宏远Ａ,区域地产,广东,178.12,62217.32,62275.55,335410.88,269538.78,6078.51,55476.16,0.89,0.038,2.45,3.71,19940815,0,1
600052,浙江广厦,区域地产,浙江,11.16,87178.9,87178.9,532694.19,377197.09,20560.93,10331.25,0.12,0.509,2.43,3.11,19970415,0,0
600536,中国软件,软件服务,北京,0.0,48471.21,49456.28,534511.88,426042.19,59561.57,97527.74,1.97,-0.285,3.68,7.82,20020517,0,0
000018,神州长城,装修装饰,深圳,44.49,75340.59,169824.5,647498.0,596220.06,10265.16,-130170.63,-0.77,0.179,0.95,11.16,19920616,0,1
300380,安硕信息,软件服务,上海,710.48,4832.25,13744.0,57849.82,46283.7,3137.92,14691.44,1.07,0.049,3.04,15.19,20140128,0,0
600620,天宸股份,综合类,上海,178.75,68667.71,68667.71,356029.78,53750.71,2162.15,820.32,0.01,0.076,4.18,4.32,19921117,0,0
002792,通宇通讯,通信设备,广东,61.53,4500.0,22500.0,249975.63,220052.25,14056.62,73251.21,3.26,0.695,7.88,7.23,20160328,0,0
002582,好想你,食品,河南,528.03,9796.24,25784.21,430331.31,176668.56,107225.22,248670.91,9.64,0.09,12.25,3.3,20110520,0,0
600132,重庆啤酒,啤酒,重庆,24.72,48397.12,48397.12,398065.56,195066.81,116829.1,0.0,0.0,0.545,2.7,6.64,19971030,0,0
300385,雪浪环境,环境保护,江苏,91.38,4791.37,12000.0,155858.66,87719.25,42512.65,31692.9,2.64,0.338,6.06,6.78,20140626,0,0
600961,株冶集团,铅锌,湖南,149.47,52745.78,52745.78,576432.31,251779.95,277430.84,86723.93,1.64,0.06,0.3,39.32,20040830,0,0
600657,信达地产,全国地产,北京,44.6,152426.05,152426.05,6541325.0,5768286.0,7265.87,154552.25,1.01,0.113,5.46,1.23,19930524,0,0
002522,浙江众成,塑料,浙江,186.12,61669.73,88328.21,197005.38,75766.21,66289.75,27619.49,0.31,0.084,1.61,13.0,20101210,0,0
000723,美锦能源,焦炭加工,山西,87.53,19486.07,228107.34,1331158.5,488350.06,672804.75,359315.19,1.58,0.16,2.9,6.43,19970515,0,0
600172,黄河旋风,矿物制品,河南,45.09,64578.46,79239.89,845345.88,287780.22,341486.5,235668.97,2.97,0.322,5.98,3.24,19981126,0,0
600682,南京新百,百货,江苏,0.0,71622.03,82801.63,1795349.0,843457.19,280478.53,23433.7,0.28,-0.537,1.98,15.68,19931018,0,1
002641,永高股份,塑料,浙江,26.61,68102.7,86400.0,425872.5,201224.95,158982.3,72412.4,0.84,0.25,2.94,3.01,20111208,0,0
600777,新潮能源,综合类,山东,0.0,62542.32,106611.49,625147.69,277133.69,8147.68,428520.91,4.02,-0.08,5.14,3.59,19961121,0,1
600482,中国动力,电气设备,河北,63.78,52434.19,173919.09,4117250.5,3267615.0,449427.91,1892424.75,10.88,0.55,14.34,2.26,20040714,0,0
600426,华鲁恒升,农药化肥,山东,17.03,123971.25,124652.45,1245443.63,171176.73,805189.88,236419.22,1.9,0.517,6.36,1.85,20020620,1,0
002580,圣阳股份,电气设备,山东,83.36,16927.73,22100.99,197646.47,144975.11,39840.55,66635.0,3.02,0.178,5.24,3.76,20110506,0,0
002505,大康农业,农业综合,湖南,629.29,154608.8,548537.25,1576832.88,1029429.38,96590.75,16191.62,0.03,0.004,1.06,3.44,20101118,0,1
300472,新元科技,专用机械,北京,589.29,3295.5,10000.5,56428.46,38213.87,6225.74,15137.47,1.51,0.06,3.75,10.29,20150611,0,0
600780,通宝能源,火力发电,山西,45.05,114650.25,114650.25,1013560.88,244807.42,527218.06,113974.61,0.99,0.097,4.12,1.41,19961205,0,0
600285,羚锐制药,中成药,河南,17.1,53543.46,59232.07,306888.63,151063.05,52570.48,55165.9,0.93,0.58,3.5,3.71,20001018,0,0
000818,方大化工,化工原料,辽宁,168.4,68000.0,68000.0,258217.47,51498.94,139508.0,125299.32,1.84,0.061,3.17,4.33,19971017,0,0
600238,海南椰岛,红黄药酒,海南,0.0,44500.16,44820.0,152762.13,107764.67,23675.81,12748.6,0.28,-0.145,1.86,7.74,20000120,0,0
300130,新国都,电脑设备,深圳,62.94,15312.45,23525.75,285911.28,114263.67,43818.35,66837.61,2.84,0.335,5.93,4.74,20101019,-100,-100
000880,潍柴重机,机械基件,山东,157.61,13513.5,27610.05,342786.72,131303.25,129035.77,58911.36,2.13,0.075,4.73,3.34,19980402,0,0
300105,龙源技术,电器仪表,山东,0.0,51321.6,51321.6,261908.66,175464.42,19055.51,67710.81,1.32,-0.105,3.95,2.55,20100820,0,0
300291,华录百纳,影视音像,北京,77.95,48622.12,81246.11,747996.19,519954.69,955.14,452084.06,5.56,0.25,7.59,3.02,20120209,0,1
600307,酒钢宏兴,普钢,甘肃,29.65,626335.75,626335.75,3789404.75,818761.25,2510161.5,686673.19,1.1,0.072,1.52,1.87,20001220,0,1
300183,东软载波,软件服务,山东,37.73,25810.02,45326.48,266098.41,198830.3,2369.55,87332.11,1.93,0.524,5.31,4.96,20110222,0,0
300279,和晶科技,元器件,江苏,86.86,8279.69,16033.63,252585.8,132527.16,38487.21,128573.45,8.02,0.47,10.06,5.02,20111229,0,0
600219,南山铝业,铝,山东,40.89,708796.06,708796.06,3473421.5,1024543.69,1516839.38,1002098.63,1.41,0.16,3.38,1.05,19991223,0,1
300010,立思辰,软件服务,北京,224.58,43468.87,87070.75,639910.88,266529.47,12408.0,388844.66,4.47,0.07,6.0,3.3,20091030,0,0
601600,中国铝业,铝,北京,438.38,1095983.25,1490379.88,19107902.0,6851866.5,7250991.0,1875607.0,1.26,0.007,2.53,1.67,20070430,0,0
300445,康斯特,电器仪表,北京,168.77,4080.0,16563.17,43838.98,31882.74,10279.63,5706.74,0.34,0.144,2.59,12.52,20150424,0,0
601139,深圳燃气,供气供热,深圳,21.85,218148.45,221165.88,1642827.25,398061.91,745015.69,260115.47,1.18,0.338,3.53,2.79,20091225,0,1
002731,萃华珠宝,服饰,辽宁,138.83,5342.0,15068.0,259338.72,228827.17,15585.51,40195.59,2.67,0.167,7.26,4.26,20141104,0,0
300490,华自科技,电气设备,湖南,152.22,5000.0,20000.0,93013.4,70294.11,9559.13,19816.77,0.99,0.138,2.8,10.04,20151231,0,1
002719,麦趣尔,乳制品,新疆,106.83,3777.82,10883.71,142703.7,90006.96,22382.22,74613.18,6.86,0.423,10.65,5.66,20140128,0,0
600333,长春燃气,供气供热,吉林,127.51,52961.98,52961.98,486019.81,69573.0,235508.55,56331.18,1.06,0.054,2.98,3.06,20001211,0,1
000915,山大华特,化学制药,山东,40.76,17937.64,18025.5,242008.77,119998.77,52324.48,3458.53,0.19,0.885,6.91,6.96,19990609,0,0
300181,佐力药业,中成药,浙江,68.34,39937.1,60862.48,199867.69,100104.0,47952.31,41195.2,0.68,0.122,2.18,5.11,20110222,0,0
000831,*ST五稀,小金属,山西,0.0,98088.13,98088.89,218938.92,188506.91,13786.92,75535.68,0.77,-0.044,2.09,5.97,19980911,0,0
601789,宁波建工,建筑施工,浙江,42.12,97608.0,97608.0,1296924.38,1119214.13,58679.96,51577.1,0.53,0.135,2.44,3.12,20110816,0,0
002482,广田集团,装修装饰,深圳,37.71,130959.0,155036.95,1319580.0,1119042.75,41481.81,235936.66,1.52,0.192,3.87,2.49,20100929,0,0
600719,大连热电,供气供热,辽宁,0.0,40459.96,40459.96,124922.2,33624.4,75481.09,10217.32,0.25,-0.045,1.72,4.8,19960716,0,0
300546,雄帝科技,元器件,深圳,175.7,1334.0,5334.0,67227.56,62856.9,1003.75,23485.13,4.4,0.81,10.3,13.8,20160928,0,0
000852,石化机械,化工机械,湖北,0.0,59815.76,59815.76,681488.31,522057.84,128397.76,94717.9,1.58,-0.57,3.69,3.34,19981126,0,0
603118,共进股份,通信设备,深圳,43.4,11898.42,35561.91,714560.13,563558.69,82685.85,306832.81,8.63,0.84,11.59,3.71,20150225,0,0
002771,真视通,软件服务,北京,125.31,3584.64,8064.64,89471.34,75980.0,12191.21,27494.1,3.41,0.525,6.99,12.56,20150629,0,0
002174,游族网络,互联网,福建,49.82,27971.34,86131.5,444185.0,136050.06,71151.43,18850.5,0.22,0.419,2.9,9.61,20070925,0,1
601699,潞安环能,煤炭开采,山西,235.85,299140.91,299140.91,5433995.5,1995746.25,1360444.75,143935.84,0.48,0.03,6.06,1.56,20060922,0,1
300512,中亚股份,专用机械,浙江,74.45,6750.0,27000.0,194594.97,163627.8,10065.26,56840.71,2.11,0.51,4.8,9.17,20160526,0,0
002331,皖通科技,软件服务,安徽,79.16,27750.03,35032.71,182816.23,139198.02,12345.7,54376.73,1.55,0.16,3.63,4.65,20100106,0,0
000568,泸州老窖,白酒,四川,23.53,140177.2,140225.25,1327208.75,955679.31,106665.13,65134.01,0.46,1.074,7.56,4.46,19940509,0,0
000700,模塑科技,汽车配件,江苏,30.39,69738.38,71720.78,582616.44,169519.5,141485.06,19183.56,0.27,0.232,4.46,2.11,19970228,0,1
300333,兆日科技,元器件,深圳,232.7,33089.51,33600.0,88568.71,58346.9,7365.62,38784.6,1.15,0.065,2.54,7.9,20120628,0,0
600206,有研新材,半导体,北京,244.6,70783.31,83877.84,325410.78,272417.13,32083.25,140522.75,1.68,0.035,3.33,3.4,19990319,0,0
000060,中金岭南,铅锌,深圳,127.6,221145.34,221262.8,1639804.5,544390.81,482405.81,147347.17,0.67,0.074,3.44,3.67,19970123,0,1
600160,巨化股份,化工原料,浙江,252.35,181091.59,211166.63,1210413.5,572871.81,446318.56,534701.56,2.53,0.04,4.89,2.3,19980626,0,0
300109,新开源,化工原料,河南,113.52,8444.17,17048.24,129796.22,41174.76,28204.22,84585.71,4.96,0.375,7.1,8.01,20100825,0,0
000885,同力水泥,水泥,河南,2728.11,42679.92,47479.92,607655.25,100493.93,319444.41,119025.63,2.51,0.005,4.61,3.57,19990319,0,0
601038,一拖股份,农用机械,河南,35.06,59391.0,99590.0,1344905.63,749478.88,297377.53,212668.55,2.14,0.253,4.89,2.42,20120808,0,0
600537,亿晶光电,半导体,浙江,17.99,117635.92,117635.92,647288.5,308236.19,303431.06,58786.17,0.5,0.328,2.6,3.03,20030123,0,1
000501,鄂武商Ａ,百货,湖北,11.96,50719.92,59183.44,1765643.25,393549.53,718789.44,146943.52,2.48,1.29,9.7,1.96,19921120,0,0
601677,明泰铝业,铝,河南,32.5,40770.23,51079.6,596693.0,371378.53,127975.86,218143.47,4.27,0.393,7.81,2.18,20110919,0,0
603116,红蜻蜓,服饰,浙江,36.43,18070.57,40880.0,406716.47,296799.44,58003.68,91502.55,2.24,0.499,7.63,3.18,20150629,0,1
600727,鲁北化工,农药化肥,山东,148.97,35092.66,35098.66,135839.02,52774.3,72988.06,87415.96,2.49,0.053,3.06,3.42,19960702,0,0
600740,山西焦化,焦炭加工,山西,0.0,65683.27,76570.0,1070392.88,473383.94,391640.25,225612.02,2.95,-0.04,2.57,3.56,19960808,0,0
002747,埃斯顿,机械基件,江苏,192.07,6000.0,27588.81,188473.38,133541.72,17742.6,98925.65,3.59,0.16,5.14,7.23,20150320,0,0
000582,北部湾港,港口,广西,34.74,26395.51,95404.57,1230757.0,219986.8,774009.19,274603.78,2.88,0.408,6.57,2.88,19951102,0,1
601127,小康股份,汽车配件,重庆,70.57,14250.0,89250.0,1719423.75,1074515.0,312367.63,108531.47,1.22,0.36,4.07,7.52,20160615,0,0
002668,奥马电器,家用电器,广东,34.77,12054.54,16535.0,468252.25,286485.97,109340.52,47963.96,2.9,1.643,12.16,6.26,20120416,0,0
601668,中国建筑,建筑施工,北京,7.1,2994681.5,3000000.0,134309760.0,106932224.0,2756152.75,1529999.38,0.51,0.79,6.21,1.26,20090729,0,0
002289,*ST宇顺,元器件,深圳,0.0,14692.75,18683.58,199699.52,135008.67,46604.68,179869.52,9.63,-1.163,1.89,13.68,20090903,0,0
002782,可立克,电气设备,深圳,166.63,10650.0,42600.0,100168.18,69572.7,19679.0,5948.18,0.14,0.148,1.93,17.04,20151222,0,0
601999,出版传媒,出版业,辽宁,66.76,55091.46,55091.46,300405.59,238977.8,17705.76,55926.06,1.02,0.152,3.49,3.87,20071221,0,0
300351,永贵电器,元器件,浙江,76.16,19562.4,38460.64,300414.38,144257.38,41511.21,181198.05,4.71,0.3,6.8,4.16,20120920,0,0
603609,禾丰牧业,饲料,辽宁,31.07,41839.19,83117.64,494899.59,270294.31,122765.46,10721.16,0.13,0.356,3.46,4.27,20140808,0,1
600821,津劝业,百货,天津,1331.88,41626.82,41626.82,189899.77,26054.64,77752.18,17866.24,0.43,0.007,1.46,8.8,19940128,0,0
600528,中铁二局,建筑施工,四川,146.01,145920.0,145920.0,5709567.5,5249858.0,164524.31,159785.48,1.1,0.079,4.24,3.62,20010528,0,1
603988,中电电机,电气设备,江苏,167.96,2240.0,8000.0,81843.36,66659.53,6876.68,32804.26,4.1,0.308,8.08,8.53,20141104,0,0
300281,金明精机,专用机械,广东,123.14,14168.48,24332.35,114636.85,62347.07,30004.18,23829.47,0.98,0.12,3.01,6.56,20111229,0,0
300008,天海防务,船舶,上海,61.16,17986.5,38183.14,367475.75,174607.0,30006.26,210910.3,5.52,0.37,7.47,3.41,20091030,0,0
300240,飞力达,仓储物流,江苏,56.27,36519.89,36555.98,187386.5,112540.31,35736.21,24526.32,0.67,0.169,2.84,4.47,20110706,0,0
000906,物产中拓,批发业,湖南,44.73,33060.57,39293.26,816769.38,703255.81,50698.46,85941.36,2.19,0.244,4.24,3.44,19990707,0,0
002616,长青集团,环境保护,广东,55.59,22397.63,37921.42,317214.59,102072.17,109687.6,128706.63,3.39,0.29,5.06,4.01,20110920,0,1
002299,圣农发展,农业综合,福建,44.05,90025.59,111090.0,1095797.38,228600.63,762221.75,395571.63,3.56,0.453,5.16,5.16,20091021,0,0
603005,晶方科技,半导体,江苏,195.63,9963.91,22669.69,187768.0,71798.56,83821.78,81391.13,3.59,0.133,7.29,4.78,20140210,0,0
000918,嘉凯城,全国地产,浙江,0.0,180419.16,180419.16,3504477.25,3065446.5,32118.8,-90071.92,-0.5,-0.692,0.39,26.04,19990720,0,0
000338,潍柴动力,汽车配件,山东,20.12,215945.56,399861.94,12463552.0,6560512.5,2442236.75,2788.31,0.01,0.376,7.79,1.29,20070430,0,0
000410,沈阳机床,机床制造,辽宁,0.0,73982.52,76547.09,2545035.0,2129147.75,205582.31,124626.11,1.63,-1.043,1.65,9.13,19960718,0,1
300438,鹏辉能源,电气设备,广东,74.97,12484.41,25200.0,171799.73,108809.57,34095.71,25416.42,1.01,0.344,3.57,9.64,20150424,0,1
300259,新天科技,电器仪表,河南,69.23,25807.99,53550.17,187541.52,141950.11,24609.95,71170.28,1.33,0.15,3.15,3.76,20110831,1,0
600354,敦煌种业,种植业,甘肃,0.0,44780.21,52780.21,284578.0,174705.73,56592.05,89953.45,1.7,-0.334,1.84,4.76,20040115,0,0
300077,国民技术,半导体,深圳,184.13,53794.92,56364.0,313125.84,221298.97,1813.34,207790.42,3.69,0.083,5.13,4.0,20100430,0,0
300453,三鑫医疗,医疗保健,江西,104.93,6540.7,15872.0,60866.17,28530.93,15034.27,16244.6,1.02,0.195,3.45,7.92,20150515,0,0
002156,通富微电,半导体,江苏,72.86,97242.5,97263.0,1048218.19,403535.38,398215.09,202619.97,2.08,0.128,3.94,3.15,20070816,0,0
600809,山西汾酒,白酒,山西,33.0,86584.82,86584.82,698463.06,455470.81,144757.13,24080.68,0.28,0.521,5.32,4.31,19940106,0,0
000989,九 芝 堂,中成药,湖南,34.86,24622.1,86935.42,468559.09,266024.28,119374.07,176319.8,2.03,0.533,4.54,5.46,20000628,0,1
000034,神州数码,综合类,深圳,41.85,35795.48,65407.03,1598830.75,1452186.5,40472.43,238062.77,3.64,0.57,3.94,7.23,19940509,0,0
002160,常铝股份,铝,江苏,75.99,43471.23,72437.49,527892.5,248141.66,137328.25,217719.13,3.01,0.1,4.28,2.32,20070821,0,0
600166,福田汽车,汽车整车,北京,66.6,667013.13,667013.13,5206828.5,2481306.0,1123327.38,783993.44,1.18,0.035,2.79,1.11,19980602,0,1
